fatality_count,Month,Year,event_date,Landslide_Amt,Fatality count,Landslide Count,,Month_Names,Months,Landslides per month,Death per month,,Years,Landslides per year
0,12,2013,12/7/2013,1582,,,,,,,,,,
,5,2013,5/6/2013,1583,,,,,,,,,,
0,7,2013,7/1/2013,1584,,,,,,,,,,
0,8,2013,8/23/2013,1585,,,,,,,,,,
0,12,2013,12/23/2013,1586,,,,,,,,,,
0,12,2013,12/23/2013,1587,,,,,,,,,,
0,8,2013,8/29/2013,1588,,,,,,,,,,
0,7,2013,7/12/2013,1589,,,,,,,,,,
0,8,2013,8/1/2013,1590,,,,,,,,,,
0,9,2013,9/15/2013,1591,,,,,,,,,,
0,2,2013,2/25/2013,1592,,,,,,,,,,
0,7,2013,7/2/2013,1593,,,,,,,,,,
,7,2013,7/31/2013,1594,,,,,,,,,,
0,7,2013,7/4/2013,1595,,,,,,,,,,
0,9,2013,9/12/2013,1596,,,,,,,,,,
,1,2013,1/15/2013,1597,,,,,,,,,,
0,1,2013,1/9/2013,1598,,,,,,,,,,
0,9,2013,9/7/2013,1599,,,,,,,,,,
0,3,2013,3/18/2013,1600,,,,,,,,,,
0,4,2013,4/7/2013,1601,,,,,,,,,,
0,8,2013,8/13/2013,1602,,,,,,,,,,
0,9,2013,9/28/2013,1603,,,,,,,,,,
0,12,2013,12/6/2013,1604,,,,,,,,,,
0,7,2013,7/8/2013,1605,,,,,,,,,,
0,5,2013,5/23/2013,1606,,,,,,,,,,
0,8,2013,8/10/2013,1607,,,,,,,,,,
0,9,2013,9/11/2013,1608,,,,,,,,,,
0,9,2013,9/14/2013,1609,,,,,,,,,,
0,7,2013,7/12/2013,1610,,,,,,,,,,
0,9,2013,9/11/2013,1611,,,,,,,,,,
0,9,2013,9/12/2013,1612,,,,,,,,,,
0,7,2013,7/25/2013,1613,,,,,,,,,,
0,12,2013,12/1/2013,1614,,,,,,,,,,
0,9,2013,9/5/2013,1615,,,,,,,,,,
0,7,2013,7/8/2013,1616,,,,,,,,,,
0,9,2013,9/29/2013,1617,,,,,,,,,,
0,9,2013,9/7/2013,1618,,,,,,,,,,
5,9,2013,9/30/2013,1619,,,,,,,,,,
0,7,2013,7/7/2013,1620,,,,,,,,,,
,5,2013,5/7/2013,1621,,,,,,,,,,
0,12,2013,12/30/2013,1622,,,,,,,,,,
0,11,2013,11/27/2013,1623,,,,,,,,,,
0,9,2013,9/15/2013,1624,,,,,,,,,,
,5,2013,5/8/2013,1625,,,,,,,,,,
,1,2013,1/9/2013,1626,,,,,,,,,,
0,10,2013,10/8/2013,1627,,,,,,,,,,
0,7,2013,7/16/2013,1628,,,,,,,,,,
0,8,2013,8/19/2013,1629,,,,,,,,,,
0,2,2013,2/28/2013,1630,,,,,,,,,,
,9,2013,9/12/2013,1631,,,,,,,,,,
0,7,2013,7/5/2013,1632,,,,,,,,,,
0,5,2013,5/12/2013,1633,,,,,,,,,,
,1,2013,1/16/2013,1634,,,,,,,,,,
0,8,2013,8/1/2013,1635,,,,,,,,,,
,4,2013,4/18/2013,1636,,,,,,,,,,
0,9,2013,9/12/2013,1637,,,,,,,,,,
0,9,2013,9/12/2013,1638,,,,,,,,,,
0,9,2013,9/12/2013,1639,,,,,,,,,,
0,9,2013,9/6/2013,1640,,,,,,,,,,
,7,2013,7/28/2013,1641,,,,,,,,,,
,7,2013,7/4/2013,1642,,,,,,,,,,
,4,2013,4/17/2013,1643,,,,,,,,,,
0,9,2013,9/29/2013,1644,,,,,,,,,,
0,4,2013,4/1/2013,1645,,,,,,,,,,
,5,2013,5/6/2013,1646,,,,,,,,,,
0,7,2013,7/6/2013,1647,,,,,,,,,,
,7,2013,7/27/2013,1648,,,,,,,,,,
,1,2013,1/17/2013,1649,,,,,,,,,,
0,12,2013,12/1/2013,1650,,,,,,,,,,
0,8,2013,8/30/2013,1651,,,,,,,,,,
0,9,2013,9/5/2013,1652,,,,,,,,,,
0,8,2013,8/23/2013,1653,,,,,,,,,,
0,7,2013,7/12/2013,1654,,,,,,,,,,
0,7,2013,7/16/2013,1655,,,,,,,,,,
0,8,2013,8/22/2013,1656,,,,,,,,,,
0,6,2013,6/26/2013,1657,,,,,,,,,,
0,4,2013,4/14/2013,1658,,,,,,,,,,
0,8,2013,8/25/2013,1659,,,,,,,,,,
,4,2013,4/7/2013,1660,,,,,,,,,,
0,8,2013,8/23/2013,1661,,,,,,,,,,
0,9,2013,9/12/2013,1662,,,,,,,,,,
0,11,2013,11/9/2013,1663,,,,,,,,,,
0,12,2013,12/27/2013,1664,,,,,,,,,,
,5,2013,5/22/2013,1665,,,,,,,,,,
0,6,2013,6/1/2013,1666,,,,,,,,,,
0,6,2013,6/18/2013,1667,,,,,,,,,,
0,7,2013,7/1/2013,1668,,,,,,,,,,
0,12,2013,12/21/2013,1669,,,,,,,,,,
0,6,2013,6/9/2013,1670,,,,,,,,,,
0,7,2013,7/12/2013,1671,,,,,,,,,,
0,2,2013,2/3/2013,1672,,,,,,,,,,
0,1,2013,1/3/2013,1673,,,,,,,,,,
0,9,2013,9/29/2013,1674,,,,,,,,,,
,7,2013,7/16/2013,1675,,,,,,,,,,
0,6,2013,6/10/2013,1676,,,,,,,,,,
0,2,2013,2/17/2013,1677,,,,,,,,,,
0,8,2013,8/1/2013,1678,,,,,,,,,,
,1,2013,1/9/2013,1679,,,,,,,,,,
0,7,2013,7/25/2013,1680,,,,,,,,,,
0,6,2013,6/16/2013,1681,,,,,,,,,,
0,9,2013,9/30/2013,1682,,,,,,,,,,
0,7,2013,7/1/2013,1683,,,,,,,,,,
,1,2013,1/7/2013,1684,,,,,,,,,,
0,12,2013,12/19/2013,1685,,,,,,,,,,
0,7,2013,7/4/2013,1686,,,,,,,,,,
0,9,2013,9/5/2013,1687,,,,,,,,,,
0,7,2013,7/27/2013,1688,,,,,,,,,,
0,7,2013,7/22/2013,1689,,,,,,,,,,
0,8,2013,8/1/2013,1690,,,,,,,,,,
0,2,2013,2/28/2013,1691,,,,,,,,,,
0,4,2013,4/10/2013,1692,,,,,,,,,,
0,9,2013,9/5/2013,1693,,,,,,,,,,
0,9,2013,9/11/2013,1694,,,,,,,,,,
0,2,2013,2/22/2013,1695,,,,,,,,,,
0,9,2013,9/5/2013,1696,,,,,,,,,,
0,9,2013,9/12/2013,1697,,,,,,,,,,
0,7,2013,7/20/2013,1698,,,,,,,,,,
,8,2013,8/17/2013,1699,,,,,,,,,,
0,6,2013,6/6/2013,1700,,,,,,,,,,
0,7,2013,7/4/2013,1701,,,,,,,,,,
0,5,2013,5/27/2013,1702,,,,,,,,,,
,7,2013,7/31/2013,1703,,,,,,,,,,
0,9,2013,9/12/2013,1704,,,,,,,,,,
0,9,2013,9/5/2013,1705,,,,,,,,,,
0,6,2013,6/23/2013,1706,,,,,,,,,,
0,7,2013,7/10/2013,1707,,,,,,,,,,
0,8,2013,8/1/2013,1708,,,,,,,,,,
2,12,2013,12/12/2013,1709,,,,,,,,,,
0,9,2013,9/2/2013,1710,,,,,,,,,,
1,8,2013,8/9/2013,1711,,,,,,,,,,
0,12,2013,12/21/2013,1712,,,,,,,,,,
,4,2013,4/29/2013,1713,,,,,,,,,,
0,9,2013,9/12/2013,1714,,,,,,,,,,
0,4,2013,4/15/2013,1715,,,,,,,,,,
0,7,2013,7/16/2013,1716,,,,,,,,,,
0,7,2013,7/10/2013,1717,,,,,,,,,,
,5,2013,5/7/2013,1718,,,,,,,,,,
0,12,2013,12/30/2013,1719,,,,,,,,,,
0,9,2013,9/2/2013,1720,,,,,,,,,,
0,9,2013,9/13/2013,1721,,,,,,,,,,
0,7,2013,7/22/2013,1722,,,,,,,,,,
0,9,2013,9/2/2013,1723,,,,,,,,,,
0,9,2013,9/11/2013,1724,,,,,,,,,,
0,9,2013,9/12/2013,1725,,,,,,,,,,
0,3,2013,3/27/2013,1726,,,,,,,,,,
0,7,2013,7/23/2013,1727,,,,,,,,,,
0,6,2013,6/24/2013,1728,,,,,,,,,,
,1,2013,1/18/2013,1729,,,,,,,,,,
0,7,2013,7/3/2013,1730,,,,,,,,,,
0,9,2013,9/29/2013,1731,,,,,,,,,,
0,8,2013,8/18/2013,1732,,,,,,,,,,
0,10,2013,10/5/2013,1733,,,,,,,,,,
0,11,2013,11/7/2013,1734,,,,,,,,,,
0,7,2013,7/8/2013,1735,,,,,,,,,,
0,9,2013,9/8/2013,1736,,,,,,,,,,
,7,2013,7/25/2013,1737,,,,,,,,,,
0,7,2013,7/7/2013,1738,,,,,,,,,,
0,7,2013,7/4/2013,1739,,,,,,,,,,
0,12,2013,12/28/2013,1740,,,,,,,,,,
,1,2013,1/15/2013,1741,,,,,,,,,,
0,9,2013,9/2/2013,1742,,,,,,,,,,
0,9,2013,9/12/2013,1743,,,,,,,,,,
,4,2013,4/6/2013,1744,,,,,,,,,,
,8,2013,8/14/2013,1745,,,,,,,,,,
0,7,2013,7/1/2013,1746,,,,,,,,,,
0,4,2013,4/18/2013,1747,,,,,,,,,,
0,7,2013,7/18/2013,1748,,,,,,,,,,
0,9,2013,9/9/2013,1749,,,,,,,,,,
,7,2013,7/4/2013,1750,,,,,,,,,,
0,9,2013,9/19/2013,1751,,,,,,,,,,
0,7,2013,7/18/2013,1752,,,,,,,,,,
0,12,2013,12/7/2013,1753,,,,,,,,,,
,7,2013,7/24/2013,1754,,,,,,,,,,
1,5,2013,5/6/2013,1755,,,,,,,,,,
0,12,2013,12/6/2013,1756,,,,,,,,,,
0,9,2013,9/5/2013,1757,,,,,,,,,,
,1,2013,1/16/2013,1758,,,,,,,,,,
,4,2013,4/8/2013,1759,,,,,,,,,,
0,9,2013,9/5/2013,1760,,,,,,,,,,
0,8,2013,8/27/2013,1761,,,,,,,,,,
0,9,2013,9/12/2013,1762,,,,,,,,,,
0,7,2013,7/19/2013,1763,,,,,,,,,,
0,8,2013,8/24/2013,1764,,,,,,,,,,
0,9,2013,9/6/2013,1765,,,,,,,,,,
0,7,2013,7/18/2013,1766,,,,,,,,,,
,4,2013,4/29/2013,1767,,,,,,,,,,
0,6,2013,6/13/2013,1768,,,,,,,,,,
0,12,2013,12/17/2013,1769,,,,,,,,,,
0,9,2013,9/30/2013,1770,,,,,,,,,,
0,9,2013,9/12/2013,1771,,,,,,,,,,
0,7,2013,7/5/2013,1772,,,,,,,,,,
0,7,2013,7/17/2013,1773,,,,,,,,,,
0,2,2014,2/18/2014,1774,,,,,,,,,,
0,3,2014,3/5/2014,1775,,,,,,,,,,
0,12,2014,12/21/2014,1776,,,,,,,,,,
0,2,2014,2/16/2014,1777,,,,,,,,,,
0,1,2014,1/23/2014,1778,,,,,,,,,,
0,3,2014,3/14/2014,1779,,,,,,,,,,
0,12,2014,12/12/2014,1780,,,,,,,,,,
0,6,2014,6/19/2014,1781,,,,,,,,,,
0,11,2014,11/5/2014,1782,,,,,,,,,,
,5,2014,5/9/2014,1783,,,,,,,,,,
0,12,2014,12/21/2014,1784,,,,,,,,,,
0,10,2014,10/22/2014,1785,,,,,,,,,,
0,9,2014,9/4/2014,1786,,,,,,,,,,
0,12,2014,12/20/2014,1787,,,,,,,,,,
0,5,2014,5/16/2014,1788,,,,,,,,,,
0,7,2014,7/23/2014,1789,,,,,,,,,,
0,12,2014,12/20/2014,1790,,,,,,,,,,
0,2,2014,2/12/2014,1791,,,,,,,,,,
0,3,2014,3/28/2014,1792,,,,,,,,,,
0,12,2014,12/20/2014,1793,,,,,,,,,,
,5,2014,5/1/2014,1794,,,,,,,,,,
0,6,2014,6/10/2014,1795,,,,,,,,,,
0,2,2014,2/10/2014,1796,,,,,,,,,,
0,12,2014,12/24/2014,1797,,,,,,,,,,
0,12,2014,12/2/2014,1798,,,,,,,,,,
0,2,2014,2/6/2014,1799,,,,,,,,,,
0,3,2014,3/5/2014,1800,,,,,,,,,,
0,10,2014,10/4/2014,1801,,,,,,,,,,
0,6,2014,6/20/2014,1802,,,,,,,,,,
0,8,2014,8/13/2014,1803,,,,,,,,,,
0,10,2014,10/13/2014,1804,,,,,,,,,,
0,2,2014,2/3/2014,1805,,,,,,,,,,
0,8,2014,8/14/2014,1806,,,,,,,,,,
0,3,2014,3/6/2014,1807,,,,,,,,,,
0,2,2014,2/12/2014,1808,,,,,,,,,,
0,3,2014,3/2/2014,1809,,,,,,,,,,
0,3,2014,3/4/2014,1810,,,,,,,,,,
0,3,2014,3/5/2014,1811,,,,,,,,,,
0,2,2014,2/4/2014,1812,,,,,,,,,,
0,1,2014,1/11/2014,1813,,,,,,,,,,
0,12,2014,12/24/2014,1814,,,,,,,,,,
0,3,2014,3/29/2014,1815,,,,,,,,,,
0,12,2014,12/11/2014,1816,,,,,,,,,,
0,2,2014,2/14/2014,1817,,,,,,,,,,
0,3,2014,3/10/2014,1818,,,,,,,,,,
0,12,2014,12/22/2014,1819,,,,,,,,,,
0,3,2014,3/12/2014,1820,,,,,,,,,,
0,3,2014,3/3/2014,1821,,,,,,,,,,
0,2,2014,2/26/2014,1822,,,,,,,,,,
0,3,2014,3/1/2014,1823,,,,,,,,,,
0,3,2014,3/3/2014,1824,,,,,,,,,,
0,11,2014,11/30/2014,1825,,,,,,,,,,
0,2,2014,2/11/2014,1826,,,,,,,,,,
0,12,2014,12/2/2014,1827,,,,,,,,,,
0,3,2014,3/8/2014,1828,,,,,,,,,,
0,12,2014,12/12/2014,1829,,,,,,,,,,
0,5,2014,5/15/2014,1830,,,,,,,,,,
0,9,2014,9/7/2014,1831,,,,,,,,,,
0,11,2014,11/26/2014,1832,,,,,,,,,,
0,6,2014,6/15/2014,1833,,,,,,,,,,
0,3,2014,3/3/2014,1834,,,,,,,,,,
0,2,2014,2/12/2014,1835,,,,,,,,,,
0,2,2014,2/15/2014,1836,,,,,,,,,,
0,5,2014,5/13/2014,1837,,,,,,,,,,
0,3,2014,3/5/2014,1838,,,,,,,,,,
0,3,2014,3/10/2014,1839,,,,,,,,,,
0,2,2014,2/12/2014,1840,,,,,,,,,,
0,10,2014,10/25/2014,1841,,,,,,,,,,
0,8,2014,8/12/2014,1842,,,,,,,,,,
0,10,2014,10/31/2014,1843,,,,,,,,,,
0,10,2014,10/5/2014,1844,,,,,,,,,,
0,6,2014,6/18/2014,1845,,,,,,,,,,
0,8,2014,8/10/2014,1846,,,,,,,,,,
0,8,2014,8/12/2014,1847,,,,,,,,,,
0,3,2014,3/14/2014,1848,,,,,,,,,,
0,12,2014,12/10/2014,1849,,,,,,,,,,
0,4,2014,4/7/2014,1850,,,,,,,,,,
0,2,2014,2/19/2014,1851,,,,,,,,,,
0,3,2014,3/16/2014,1852,,,,,,,,,,
0,3,2014,3/18/2014,1853,,,,,,,,,,
0,8,2014,8/14/2014,1854,,,,,,,,,,
0,1,2014,1/14/2014,1855,,,,,,,,,,
0,4,2014,4/30/2014,1856,,,,,,,,,,
0,3,2014,3/4/2014,1857,,,,,,,,,,
0,3,2014,3/13/2014,1858,,,,,,,,,,
0,6,2014,6/18/2014,1859,,,,,,,,,,
0,2,2014,2/5/2014,1860,,,,,,,,,,
0,12,2014,12/4/2014,1861,,,,,,,,,,
0,12,2014,12/24/2014,1862,,,,,,,,,,
0,1,2014,1/14/2014,1863,,,,,,,,,,
0,11,2014,11/30/2014,1864,,,,,,,,,,
0,3,2014,3/2/2014,1865,,,,,,,,,,
0,9,2014,9/24/2014,1866,,,,,,,,,,
0,12,2014,12/12/2014,1867,,,,,,,,,,
0,12,2014,12/3/2014,1868,,,,,,,,,,
0,2,2014,2/12/2014,1869,,,,,,,,,,
0,2,2014,2/23/2014,1870,,,,,,,,,,
0,3,2014,3/28/2014,1871,,,,,,,,,,
0,12,2014,12/21/2014,1872,,,,,,,,,,
0,8,2014,8/14/2014,1873,,,,,,,,,,
0,11,2014,11/19/2014,1874,,,,,,,,,,
0,12,2014,12/22/2014,1875,,,,,,,,,,
0,6,2014,6/19/2014,1876,,,,,,,,,,
0,7,2014,7/20/2014,1877,,,,,,,,,,
0,12,2014,12/23/2014,1878,,,,,,,,,,
0,12,2014,12/20/2014,1879,,,,,,,,,,
0,2,2014,2/28/2014,1880,,,,,,,,,,
0,8,2014,8/21/2014,1881,,,,,,,,,,
0,4,2014,4/6/2014,1882,,,,,,,,,,
0,12,2014,12/23/2014,1883,,,,,,,,,,
0,12,2014,12/4/2014,1884,,,,,,,,,,
0,3,2014,3/7/2014,1885,,,,,,,,,,
0,6,2014,6/23/2014,1886,,,,,,,,,,
0,5,2014,5/15/2014,1887,,,,,,,,,,
0,7,2014,7/20/2014,1888,,,,,,,,,,
0,2,2014,2/14/2014,1889,,,,,,,,,,
0,8,2014,8/21/2014,1890,,,,,,,,,,
0,12,2014,12/22/2014,1891,,,,,,,,,,
0,12,2014,12/6/2014,1892,,,,,,,,,,
0,3,2014,3/5/2014,1893,,,,,,,,,,
0,11,2014,11/5/2014,1894,,,,,,,,,,
43,3,2014,3/22/2014,1895,,,,,,,,,,
0,12,2014,12/20/2014,1896,,,,,,,,,,
0,11,2014,11/9/2014,1897,,,,,,,,,,
0,2,2014,2/12/2014,1898,,,,,,,,,,
0,12,2014,12/21/2014,1899,,,,,,,,,,
0,2,2014,2/15/2014,1900,,,,,,,,,,
0,3,2014,3/5/2014,1901,,,,,,,,,,
0,10,2014,10/14/2014,1902,,,,,,,,,,
0,3,2014,3/5/2014,1903,,,,,,,,,,
0,12,2014,12/20/2014,1904,,,,,,,,,,
0,12,2014,12/4/2014,1905,,,,,,,,,,
0,6,2014,6/25/2014,1906,,,,,,,,,,
0,2,2014,2/17/2014,1907,,,,,,,,,,
0,3,2014,3/8/2014,1908,,,,,,,,,,
0,3,2014,3/3/2014,1909,,,,,,,,,,
0,1,2014,1/2/2014,1910,,,,,,,,,,
0,11,2014,11/21/2014,1911,,,,,,,,,,
0,6,2014,6/14/2014,1912,,,,,,,,,,
0,1,2014,1/11/2014,1913,,,,,,,,,,
0,2,2014,2/18/2014,1914,,,,,,,,,,
0,2,2014,2/17/2014,1915,,,,,,,,,,
0,3,2014,3/6/2014,1916,,,,,,,,,,
0,12,2014,12/3/2014,1917,,,,,,,,,,
0,12,2014,12/21/2014,1918,,,,,,,,,,
0,3,2014,3/30/2014,1919,,,,,,,,,,
0,3,2014,3/5/2014,1920,,,,,,,,,,
0,12,2014,12/21/2014,1921,,,,,,,,,,
0,3,2014,3/20/2014,1922,,,,,,,,,,
0,4,2014,4/17/2014,1923,,,,,,,,,,
0,11,2014,11/23/2014,1924,,,,,,,,,,
0,2,2014,2/18/2014,1925,,,,,,,,,,
0,9,2014,9/24/2014,1926,,,,,,,,,,
0,3,2014,3/17/2014,1927,,,,,,,,,,
0,1,2014,1/11/2014,1928,,,,,,,,,,
2,2,2014,2/11/2014,1929,,,,,,,,,,
0,8,2014,8/29/2014,1930,,,,,,,,,,
0,6,2014,6/1/2014,1931,,,,,,,,,,
0,2,2014,2/15/2014,1932,,,,,,,,,,
0,1,2014,1/14/2014,1933,,,,,,,,,,
0,10,2014,10/14/2014,1934,,,,,,,,,,
0,12,2014,12/20/2014,1935,,,,,,,,,,
0,3,2014,3/24/2014,1936,,,,,,,,,,
0,9,2014,9/3/2014,1937,,,,,,,,,,
0,2,2014,2/11/2014,1938,,,,,,,,,,
0,12,2014,12/19/2014,1939,,,,,,,,,,
0,12,2014,12/16/2014,1940,,,,,,,,,,
0,2,2014,2/15/2014,1941,,,,,,,,,,
0,1,2014,1/15/2014,1942,,,,,,,,,,
0,2,2014,2/28/2014,1943,,,,,,,,,,
0,3,2014,3/6/2014,1944,,,,,,,,,,
0,6,2014,6/18/2014,1945,,,,,,,,,,
0,5,2014,5/15/2014,1946,,,,,,,,,,
0,5,2014,5/10/2014,1947,,,,,,,,,,
0,8,2014,8/6/2014,1948,,,,,,,,,,
0,12,2014,12/22/2014,1949,,,,,,,,,,
0,11,2014,11/17/2014,1950,,,,,,,,,,
0,2,2014,2/8/2014,1951,,,,,,,,,,
0,12,2014,12/24/2014,1952,,,,,,,,,,
0,3,2014,3/29/2014,1953,,,,,,,,,,
0,9,2014,9/24/2014,1954,,,,,,,,,,
0,9,2014,9/27/2014,1955,,,,,,,,,,
0,3,2014,3/5/2014,1956,,,,,,,,,,
3,5,2014,5/25/2014,1957,,,,,,,,,,
0,3,2014,3/16/2014,1958,,,,,,,,,,
0,12,2014,12/19/2014,1959,,,,,,,,,,
0,11,2014,11/30/2014,1960,,,,,,,,,,
0,12,2014,12/20/2014,1961,,,,,,,,,,
0,3,2014,3/1/2014,1962,,,,,,,,,,
0,12,2014,12/11/2014,1963,,,,,,,,,,
0,9,2014,9/1/2014,1964,,,,,,,,,,
0,12,2014,12/20/2014,1965,,,,,,,,,,
0,2,2014,2/27/2014,1966,,,,,,,,,,
0,2,2014,2/12/2014,1967,,,,,,,,,,
0,3,2014,3/18/2014,1968,,,,,,,,,,
0,7,2014,7/19/2014,1969,,,,,,,,,,
0,8,2014,8/11/2014,1970,,,,,,,,,,
0,12,2014,12/12/2014,1971,,,,,,,,,,
0,12,2014,12/22/2014,1972,,,,,,,,,,
0,8,2014,8/23/2014,1973,,,,,,,,,,
0,12,2014,12/20/2014,1974,,,,,,,,,,
0,6,2014,6/27/2014,1975,,,,,,,,,,
0,6,2014,6/29/2014,1976,,,,,,,,,,
0,1,2014,1/11/2014,1977,,,,,,,,,,
0,12,2014,12/12/2014,1978,,,,,,,,,,
0,12,2014,12/21/2014,1979,,,,,,,,,,
0,8,2014,8/1/2014,1980,,,,,,,,,,
0,12,2014,12/24/2014,1981,,,,,,,,,,
0,7,2014,7/12/2014,1982,,,,,,,,,,
0,12,2014,12/18/2014,1983,,,,,,,,,,
0,4,2014,4/4/2014,1984,,,,,,,,,,
0,4,2014,4/17/2014,1985,,,,,,,,,,
0,2,2014,2/15/2014,1986,,,,,,,,,,
0,9,2014,9/23/2014,1987,,,,,,,,,,
0,3,2014,3/5/2014,1988,,,,,,,,,,
0,3,2014,3/21/2014,1989,,,,,,,,,,
0,3,2014,3/9/2014,1990,,,,,,,,,,
0,12,2014,12/12/2014,1991,,,,,,,,,,
0,6,2014,6/5/2014,1992,,,,,,,,,,
0,2,2014,2/21/2014,1993,,,,,,,,,,
0,2,2014,2/25/2014,1994,,,,,,,,,,
0,2,2014,2/14/2014,1995,,,,,,,,,,
0,12,2014,12/10/2014,1996,,,,,,,,,,
0,12,2014,12/28/2014,1997,,,,,,,,,,
0,1,2014,1/30/2014,1998,,,,,,,,,,
0,2,2014,2/28/2014,1999,,,,,,,,,,
0,2,2014,2/18/2014,2000,,,,,,,,,,
0,3,2014,3/10/2014,2001,,,,,,,,,,
0,8,2014,8/6/2014,2002,,,,,,,,,,
0,11,2014,11/1/2014,2003,,,,,,,,,,
0,12,2014,12/17/2014,2004,,,,,,,,,,
0,3,2014,3/28/2014,2005,,,,,,,,,,
0,6,2014,6/19/2014,2006,,,,,,,,,,
0,2,2014,2/16/2014,2007,,,,,,,,,,
0,2,2014,2/28/2014,2008,,,,,,,,,,
0,7,2014,7/15/2014,2009,,,,,,,,,,
0,3,2014,3/2/2014,2010,,,,,,,,,,
0,3,2014,3/29/2014,2011,,,,,,,,,,
0,4,2014,4/24/2014,2012,,,,,,,,,,
0,1,2014,1/8/2014,2013,,,,,,,,,,
0,2,2014,2/22/2014,2014,,,,,,,,,,
0,8,2014,8/3/2014,2015,,,,,,,,,,
0,12,2014,12/11/2014,2016,,,,,,,,,,
0,12,2014,12/16/2014,2017,,,,,,,,,,
0,8,2014,8/21/2014,2018,,,,,,,,,,
0,8,2014,8/27/2014,2019,,,,,,,,,,
0,3,2014,3/3/2014,2020,,,,,,,,,,
0,9,2014,9/7/2014,2021,,,,,,,,,,
0,12,2014,12/1/2014,2022,,,,,,,,,,
0,4,2014,4/8/2014,2023,,,,,,,,,,
0,3,2014,3/3/2014,2024,,,,,,,,,,
0,1,2014,1/3/2014,2025,,,,,,,,,,
0,6,2014,6/20/2014,2026,,,,,,,,,,
0,2,2014,2/18/2014,2027,,,,,,,,,,
0,2,2014,2/21/2014,2028,,,,,,,,,,
0,8,2014,8/10/2014,2029,,,,,,,,,,
0,2,2014,2/12/2014,2030,,,,,,,,,,
0,5,2014,5/1/2014,2031,,,,,,,,,,
0,8,2014,8/21/2014,2032,,,,,,,,,,
0,3,2014,3/1/2014,2033,,,,,,,,,,
0,3,2014,3/15/2014,2034,,,,,,,,,,
0,6,2014,6/19/2014,2035,,,,,,,,,,
0,3,2014,3/5/2014,2036,,,,,,,,,,
0,11,2014,11/27/2014,2037,,,,,,,,,,
0,8,2014,8/10/2014,2038,,,,,,,,,,
0,11,2014,11/21/2014,2039,,,,,,,,,,
0,12,2014,12/22/2014,2040,,,,,,,,,,
0,3,2014,3/29/2014,2041,,,,,,,,,,
0,12,2014,12/20/2014,2042,,,,,,,,,,
0,8,2014,8/12/2014,2043,,,,,,,,,,
0,6,2014,6/1/2014,2044,,,,,,,,,,
0,12,2014,12/28/2014,2045,,,,,,,,,,
0,1,2014,1/3/2014,2046,,,,,,,,,,
0,3,2014,3/26/2014,2047,,,,,,,,,,
0,3,2014,3/28/2014,2048,,,,,,,,,,
0,10,2014,10/24/2014,2049,,,,,,,,,,
0,3,2014,3/26/2014,2050,,,,,,,,,,
0,2,2014,2/14/2014,2051,,,,,,,,,,
0,9,2014,9/24/2014,2052,,,,,,,,,,
0,8,2014,8/11/2014,2053,,,,,,,,,,
0,8,2014,8/22/2014,2054,,,,,,,,,,
0,4,2014,4/9/2014,2055,,,,,,,,,,
0,8,2014,8/5/2014,2056,,,,,,,,,,
0,3,2014,3/5/2014,2057,,,,,,,,,,
0,12,2014,12/15/2014,2058,,,,,,,,,,
0,7,2014,7/16/2014,2059,,,,,,,,,,
0,12,2014,12/27/2014,2060,,,,,,,,,,
0,2,2014,2/17/2014,2061,,,,,,,,,,
0,2,2014,2/11/2014,2062,,,,,,,,,,
0,1,2014,1/10/2014,2063,,,,,,,,,,
0,12,2014,12/12/2014,2064,,,,,,,,,,
0,11,2014,11/17/2014,2065,,,,,,,,,,
0,9,2014,9/24/2014,2066,,,,,,,,,,
0,3,2014,3/6/2014,2067,,,,,,,,,,
0,3,2014,3/26/2014,2068,,,,,,,,,,
0,8,2014,8/4/2014,2069,,,,,,,,,,
0,11,2014,11/4/2014,2070,,,,,,,,,,
0,3,2014,3/26/2014,2071,,,,,,,,,,
0,12,2014,12/24/2014,2072,,,,,,,,,,
0,8,2014,8/18/2014,2073,,,,,,,,,,
0,11,2014,11/26/2014,2074,,,,,,,,,,
0,12,2014,12/23/2014,2075,,,,,,,,,,
0,7,2014,7/7/2014,2076,,,,,,,,,,
0,3,2014,3/28/2014,2077,,,,,,,,,,
0,2,2014,2/14/2014,2078,,,,,,,,,,
0,8,2014,8/21/2014,2079,,,,,,,,,,
0,2,2014,2/18/2014,2080,,,,,,,,,,
0,9,2014,9/22/2014,2081,,,,,,,,,,
0,1,2014,1/12/2014,2082,,,,,,,,,,
0,6,2014,6/8/2014,2083,,,,,,,,,,
0,12,2014,12/3/2014,2084,,,,,,,,,,
0,10,2014,10/22/2014,2085,,,,,,,,,,
0,3,2014,3/27/2014,2086,,,,,,,,,,
0,6,2014,6/5/2014,2087,,,,,,,,,,
0,3,2014,3/12/2014,2088,,,,,,,,,,
0,1,2014,1/14/2014,2089,,,,,,,,,,
0,3,2014,3/5/2014,2090,,,,,,,,,,
0,3,2014,3/28/2014,2091,,,,,,,,,,
0,6,2014,6/20/2014,2092,,,,,,,,,,
0,11,2014,11/21/2014,2093,,,,,,,,,,
0,1,2014,1/9/2014,2094,,,,,,,,,,
0,3,2014,3/28/2014,2095,,,,,,,,,,
0,12,2014,12/9/2014,2096,,,,,,,,,,
0,12,2014,12/11/2014,2097,,,,,,,,,,
0,7,2014,7/15/2014,2098,,,,,,,,,,
